grzöü|özgür,örgü,özgü,özür,göz
aeiltş|ateşli,telaş,şilte,ateş,eşit,işte
kmorsu|moruk,sorum,krom,kurs,mors,skor
alopst|plato,posta,topla,post,sopa,spot
akrszı|karsız,arsız,kızar,sakız,kaz,zar
alnyçı|yalçın,yalın,yılan,alçı,açın,çan
abiorz|bariz,biraz,bozar,zorba,zira,biz
aefilş|afiş,flaş,ifşa,şifa,fiş,şef
adeimn|madeni,idman,maden,emin,mani,mide
eiiklş|eşikli,eşlik,klişe,şekil,şekli,kişi
akrtçı|çıkart,katır,kıraç,çıkar,çırak,çatı
eegnyç|yengeç,yenge,gene,genç,geçe,çene
adosyı|soyadı,dosya,dayı,oysa,soya,soy
druuuy|duyuru,uydur,duyu,uydu,dur,duy
abeikl|kabile,belki,bilek,kalbi,bale,bile
aklnçı|anlık,açlık,kalın,kanlı,kaçın,çakıl
adknsı|sandık,kadın,sakın,sanık,asık,dans
ahilst|tahsil,ithal,sahil,silah,talih,stil
deeknö|ödenek,denek,dönek,dene,kene,dön
abrstı|bastır,sabır,satır,batı,star,sırt
diiszş|dişsiz,işsiz,dizi,dişi,diz,siz
aakççı|açıkça,açık,çakı,kaç,çak,çık
eglmzö|gözlem,gözle,ölmez,göze,özel,göl
eiklps|piksel,klip,pile,kes,pes,pis
aksttu|tutsak,kutsa,akut,kast,usta,tut
adefik|kadife,ifade,kaide,defa,feda,def
aaklnp|kaplan,kanal,kapan,lakap,pala,plan
ddloru|doldur,dolu,olur,rulo,dul,rol
aalmsğ|sağlam,masal,salam,sağla,asla,ağla
adjnos|sondaj,sonda,soda,don,oda,son
aakkmç|çakmak,kaçak,çakma,amaç,açma,maça
abceiz|cazibe,bizce,aciz,ceza,ecza,caz
aaklyç|çaylak,alçak,aylak,kalça,çakal,çay
abklış|başlık,alkış,bakış,balık,başlı,baş
aahnvy|hayvan,havan,yavan,hava,han,hay
aaklns|saklan,aksan,aslan,kalan,sakal,sakla
klosuu|soluk,suluk,sulu,ulus,uslu,usul
bkluuz|buzlu,buzul,bluz,kuzu,bul,buz
aaklst|taslak,atlas,sakat,takas,takla,salt
adeipy|piyade,diye,edip,iade,pide,yedi
agnyyı|yaygın,yayın,aynı,gına,yan,yay
eiklvz|zevkli,vekil,ezik,vize,zevk,zil
eikprs|espri,siper,sirke,pres,risk,sirk
admryı|yardım,ayrım,yarım,adım,ayrı,dram
deiklm|demlik,delik,dilek,dile,mide,mil
aikllp|kalpli,akli,illa,kalp,klip,pil
afkruö|kuaför,fark,fuar,kura,ufak,kör
anoppy|papyon,onay,oyna,pay,pop,yap
aaklpt|patlak,kapat,lakap,plaka,lapa,kap
aabryy|yarbay,ayar,yara,yaya,bay,ray
aehllt|hallet,helal,atel,hale,halt,lale
aabknş|başkan,bakan,banka,başak,başka,anka
aklruş|kuşlar,kural,kral,ulak,ulaş,şark
aehilm|hamile,halim,hamle,ihmal,ilham,hile
adostç|dostça,dost,soda,sat,tas,taç
abkmru|kambur,burma,kuram,abuk,kamu,kur
aaklps|kasap,sakal,sakla,kasa,pala,plak
eglrsö|görsel,göre,röle,gel,göl,gör
alnyış|yanlış,yalın,yaşlı,yılan,nal,şal
blrsuu|burslu,burs,sulu,ulus,uslu,ulu
aalmçı|amaçlı,çalma,açma,çalı,maç,çam
aakprç|kaçar,parka,parça,paça,çapa,çark
degnrö|gönder,döner,önder,dön,gen,öde
aksyıı|kayısı,kıyas,kıyı,sayı,sıkı,ısı
ckouuş|koşucu,coşku,koşu,koş,kuş,şok
aluyzı|uzaylı,uzay,yazı,azı,yaz,yıl
aefktş|şefkat,afet,ateş,kafe,tek,şef
abcozı|bozacı,bazı,boca,acı,boa,caz
eeikmç|emekçi,çekim,çekme,emek,keçi,çim
ahkryı|ayrık,hayır,hıyar,yarık,ahır,hak
aknruz|kurnaz,rakun,zurna,uzak,uzan,arz
aaklçı|açıkla,alçak,açlık,kalça,çakal,çakıl
alsttü|altüst,üstat,salt,süt,tat,üst
bkllou|bolluk,blok,okul,oluk,bol,bul
aehnsş|şahsen,sahne,hane,şans,sen,şah
abnsçı|basınç,basın,sıçan,açın,san,çan
afklrı|farklı,fıkra,fırla,karlı,fark,laf
eiknty|yetkin,etkin,etnik,niyet,yenik,yetki
eglzöü|gözle,güzel,göze,özgü,göz,gül
aceiln|acilen,acil,cila,ilan,ince,nice
eegkrv|gevrek,gerek,ever,evre,grev,kere
aeikns|aksine,kesin,sakin,sanki,aksi,kase
adinyz|dizayn,ziyan,ayin,yani,din,diz
aortuz|aort,otuz,tarz,uzat,tur,tuz
eikltç|kitle,çekil,çelik,çilek,elçi,çile
aachvı|havacı,avcı,cıva,hacı,hava,aha
gnosuy|soygun,soyun,yosun,oyun,soy,sun
gnrsüü|sürgün,sürün,günü,sürü,ürün,gün
akoprt|toprak,akort,kopar,ortak,rota,tok
aakkyy|kaykay,kayak,ayak,yaka,yaya,yay
deikln|delik,diken,dilek,dinle,kendi,link
aabiny|yabani,bayan,yaban,bina,iban,bin
aakltç|çatlak,alçak,kalça,takla,çakal,çatal
aalmrs|sarmal,alarm,masal,salam,sarma,mars
afistş|faşist,afiş,ifşa,şifa,fiş,taş
aknnoy|kanyon,kano,oyna,kay,koy,yok
aaklms|aksam,makas,sakal,sakla,asal,saka
ailmzı|imzalı,lazım,zalim,alım,mail,mali
aakntv|nakavt,kanat,tavan,vatan,tava,vaka
eiklnt|kentli,tekin,etik,kent,net,tek
aakmuç|uçmak,çakma,amaç,açma,maça,uçak
admruğ|mağdur,dram,uğra,dağ,dua,dur
adeitv|tedavi,davet,diva,vadi,veda,vida
eikpst|istek,kesit,tepki,tepsi,pist,site
gklzöü|gözlük,öküz,özgü,gök,göl,ölü
aklotv|vokal,volta,kova,olta,oval,volt
abkorz|bozar,kobra,zorba,koza,koz,zor
deeknr|derken,dernek,denek,ender,erken,keder
adefns|defans,esnaf,defa,fena,sade,def
deinzü|düzine,deniz,düzen,zinde,dize,düz
eilmst|temsil,teslim,liste,selim,semt,stil
ablosy|oysa,soba,soya,bal,sol,yas
aprtyı|ayırt,yatır,tıpa,yapı,tıp,yat
eiklpr|replik,kiler,krep,peri,pike,pile
eikkns|keskin,eksik,kesik,kesin,sinek,kek
adeilv|vadeli,ideal,ilave,deva,evli,dev
kmortu|komut,moruk,koru,krom,kurt,okur
adnsçı|dansçı,sıçan,açın,dans,saç,çan
abilst|stabil,basit,sabit,asit,tabi,bit
aklmçı|açlık,kalım,çakıl,çıkma,alçı,alım
hmortu|hortum,tohum,otur,hor,ruh,tur
egmnçö|göçmen,genç,önem,gen,geç,göç
adknyı|kadın,kayın,yakın,yankı,yanık,ayık
knortu|konut,torun,kont,onur,not,ton
aakrsç|sarkaç,kaçar,sakar,araç,çark,çak
amnrtı|tırman,martı,tanrı,tanım,tarım,mart
klmsuu|musluk,suluk,sulu,uslu,usul,ulu
adgipr|girdap,garip,dair,grip,gir,gri
akltıı|tıkalı,katlı,katıl,takıl,atkı,ılık
aalsçı|açısal,salça,alıç,asal,asıl,çal
adhiil|dahili,dahil,ilahi,adli,dahi,hadi
anortı|orantı,anot,aort,orta,rota,tanı
aentyş|şeytan,tenya,şayet,eşya,tane,yen
agknyı|kaygı,gına,kanı,kına,kay,yak
einszö|önsezi,esin,özen,özne,siz,söz
altçış|çalış,atıl,atış,aşçı,taşı,çatı
aintçı|inatçı,inat,çita,ait,tan,taç
aammyy|yamyam,mama,maya,yama,yaya,yay
deimrv|devrim,demir,devir,devri,evrim,veri
aeefns|efsane,enfes,esnaf,nefes,esen,fena
dekrçö|çöker,çörek,ördek,kör,çek,çök
deilns|dinsel,denli,dinle,nesil,lens,sel
akntıı|akıntı,kanıt,tanık,atık,katı,anı
abnost|baston,baton,bant,nota,soba,bot
adeiyz|ziyade,diye,dize,iade,yedi,diz
akntzı|kıta,takı,tank,tazı,kız,tık
bkorsö|boksör,boks,skor,kor,sok,sor
akntış|aşkın,tanış,taşın,anıt,kat,taş
ehisst|hisset,hisse,tesis,iste,site,sis
cknouş|coşku,konuş,koşun,konu,koşu,şok
akmntı|mantık,takım,tanım,akım,atkı,atım
abcoyı|boyacı,boca,boya,acı,bay,boy
abkors|borsa,kobra,kaos,karo,bak,bar
egilmç|geçim,elçi,gemi,imge,çile,çim
abknru|kurban,bunak,rakun,abuk,buna,nar
abkntı|bakın,bank,batı,kına,tanı,kan
eikmşş|şimşek,keşiş,ekim,ekşi,şişe,keş
bekluü|kulübe,kule,ülke,bel,kel,kül
aakmzç|açmaz,çakma,amaç,açma,kaza,maça
eikrtş|şirket,şerit,erik,etik,etki,terk
krsyıı|sıyrık,kısır,kıyı,sıkı,ısır,ısı
afkmtu|mutfak,akut,kamu,muaf,ufak,tam
anpryı|pınar,yarın,ayıp,yapı,pay,rap
afkrtö|faktör,aktör,fark,kart,art,kar
akmotu|komuta,komut,atom,koma,toka,kot
aelnpt|planet,lanet,palet,panel,paten,talep
aaglmş|şalgam,gala,gama,lama,maaş,mala
eiknçğ|çekin,çiğne,ekin,eğik,iğne,çiğ
aikprt|pratik,kitap,parti,rakip,takip,tip
akstyı|yastık,kayıt,kıyas,yakıt,katı,takı
aeilvz|avize,ilave,valiz,vaiz,vize,vaz
akpruz|karpuz,kupa,kura,park,uzak,kur
aehlmt|hamlet,hamle,metal,meta,tema,hem
aaeklp|pekala,lakap,plaka,akla,kale,pek
aamnyz|yazman,azman,yazma,zaman,ayaz,maya
akortu|akort,ortak,koru,kurt,okur,tura
aloprt|portal,palto,plato,topal,topla,opal
alossy|sosyal,olay,oysa,soya,sal,sos
aaklpı|kapalı,kalıp,kala,kalp,lapa,pala
abeltt|tablet,atlet,balet,bale,bela,beta
aknrtı|tırnak,kanıt,katır,kıran,tanrı,tanık
aackns|sancak,aksan,ancak,kanca,anca,cana
aknort|karton,korna,nokta,kano,kont,tank
eilmnö|önemli,nemli,önlem,emin,inme,önem
aarsğı|sağır,ağrı,ağır,ağı,sağ,sığ
akkstı|kasık,katkı,atkı,atık,kask,kıta
ceilot|otelci,cilt,elit,etli,ilet,otel
aaklrç|alçak,kalça,karla,kaçar,çakal,çalar
aarstı|tasarı,astar,satır,artı,rast,sırt
einsvç|sevinç,sevin,vinç,sen,sev,seç
eegkrç|gerçek,gerek,geçer,çeker,geçe,geç
eklmyü|yüklem,yükle,küme,mülk,yem,üye
aahlyz|haylaz,halay,hayal,alay,hala,haz
abknor|karbon,baron,kobra,bank,karo,nar
ehistş|teşhis,şehit,eşit,işte,his,set
bgiiln|bilgin,bilgi,gibi,ilgi,bil,bin
eilrst|steril,ister,liste,litre,rest,stil
acdinv|vicdan,diva,vadi,vida,adi,din
aafmrs|masraf,safra,sarma,arma,mars,sarf
eikmst|misket,istek,kesim,kesit,kimse,semt
diinsz|dinsiz,dizin,dizi,izin,sini,siz
aaklpç|lakap,plaka,kapa,lapa,plak,çapa
hrszıı|hırsız,hırs,zırh,ısır,hız,ısı
bdeinr|birden,biner,derin,deri,erin,ben
eikrst|eski,risk,sert,sirk,terk,ters
aehtyş|şayet,ateş,eşya,şeyh,hey,şey
aaekmr|kamera,karma,krema,marka,merak,krem
knotuy|konut,koyun,koyu,oyuk,oyun,not
deilmo|melodi,model,demo,dile,idol,mide
aabloy|albay,oyala,abla,balo,bol,yol
ekorst|eskort,korse,roket,stok,kes,ter
glnosu|solgun,olgun,olgu,gol,sol,sun
aadrvç|çavdar,araç,dava,ada,ara,var
beekll|bellek,bekle,belle,kelle,elle,leke
aeklmr|reklam,emlak,kalem,kelam,elma,kale
deills|dilsel,delil,elli,lise,del,dil
eikopt|ipotek,optik,tepki,ekip,peki,pike
aknors|korsan,korna,sonar,sonra,kaos,sok
aadlmı|adımla,adalı,damla,adım,alım,dama
bceeir|beceri,becer,cebir,bere,beri,ebe
aabntş|baştan,başta,taban,bant,tan,taş
aabnoy|banyo,bayan,yaban,ayna,oyna,boy
aaglmn|mangal,anlam,manga,aman,gala,gama
klouuş|koşul,koşu,okul,oluk,oluş,loş
biikrt|kibrit,bitik,bitir,bitki,kibir,biri
aaknry|kaynar,ayran,yakar,yanak,aran,kara
dloruğ|doğru,dolu,doğu,olur,oğul,rulo
abkmuz|makbuz,abuk,kamu,uzak,buz,muz
lsuuzç|suçlu,ulus,uslu,usul,suç,ulu
iikklm|kimlik,iklim,ilik,kimi,kim,mil
abrğış|barış,bağır,bağış,ağrı,ağır,şıra
adkloş|dolaş,kola,koşa,odak,dal,kod
aklstu|kutsal,kutsa,akut,kast,ulak,usta
deikmn|demin,denim,diken,kendi,denk,inek
aamyyş|yaşam,maaş,yama,yaya,yaşa,yaş
eiirvç|çeviri,içeri,çevir,içer,çivi,iri
knorsu|sorun,koru,kurs,okur,onur,soru
artuyı|ayırt,uyarı,yatır,tura,yurt,tay
aimprv|vampir,amir,mavi,prim,ima,rap
aklttı|katlı,katıl,takıl,tatlı,takı,tık
aaklyş|yaklaş,aylak,akla,kala,şaka,kal
aacnpr|pancar,anca,arpa,cana,para,can
bdiinr|bindir,indir,diri,bin,bir,din
aahltı|hatalı,halat,tahıl,hala,halt,halı
aksstı|saksı,sıska,atkı,atık,katı,ıska
deikns|kesin,sinek,disk,ekin,eksi,kedi
abeiny|beyan,beyin,bina,iban,niye,bey
almtış|altmış,altı,alım,atım,atış,taşı
aeklzı|zekalı,akıl,kale,kazı,zeka,kez
abkuyş|baykuş,abuk,uyak,aşk,baş,kuş
akltış|alkış,kışla,alış,atlı,atıl,kıta
eimnöş|şömine,emin,inme,önem,nem,şen
aacryı|ayrıca,aracı,ayar,ayrı,ayır,yara
akkstü|kaktüs,kask,kast,kas,süt,üst
aabkry|bayrak,yakar,arka,kaba,yaka,bay
aikmrş|kaşmir,ikram,kira,marş,mika,şair
deekns|endeks,denek,desen,eksen,esnek,kese
aakrtı|artık,karat,katır,tarak,atak,kart
deefin|define,efendi,dene,def,efe,fen
klrtuu|kurtul,kurul,kurt,kuru,kutu,utku
aakmrv|kavram,karma,marka,rakam,ramak,vaka
akrtzı|kızar,razı,takı,tarz,tazı,kız
ailmst|salim,talim,asil,asit,salt,tas
aklrsö|klasör,klas,kral,kör,sal,sar
eklrçö|çöker,çörek,köle,röle,çök,çöl
aklmsı|kalım,kasım,saklı,ıslak,akım,mal
aablmğ|bağlam,bağla,lamba,ağla,ağa,bağ
aahlmç|mahal,çalma,amaç,açma,maça,haç
aklssı|saksı,sıska,askı,asık,kısa,ıska
aahnry|hayran,ayran,aran,hara,han,hay
aklsıı|ıslık,akıl,asıl,salı,ılık,kal
almnor|normal,moral,orman,roman,mola,norm
almopt|toplam,palto,plato,topal,topla,atom
aaklsı|sakal,sakla,akla,asla,kasa,saka
ahrstu|ruhsat,surat,rast,tura,usta,ruh
eiktvş|teşvik,etik,etki,eşit,işte,kit
aeknrv|kervan,ekran,evrak,kenar,renk,ver
aeimnt|metan,metin,temin,amin,mani,tema
boortu|robot,turbo,boru,obur,bot,but
aklmtu|maktul,mutlak,makul,akut,ulak,tam
abklot|kablo,tablo,blok,olta,toka,tok
fkstıı|fıstık,fıtık,sıkı,sık,tık,ısı
losuuy|soylu,sulu,ulus,uslu,usul,soy
aaklyı|yakalı,aylak,aylık,layık,alay,yala
deimnz|demin,denim,deniz,enzim,zemin,zinde
deiknr|diken,direk,kendi,kredi,denk,erin
abkstı|baskı,atkı,atık,batı,katı,takı
ekkntö|kökten,köken,kent,kek,kök,öte
drstüü|dürüst,dürtü,sürü,sür,süt,tür
eimnçğ|çimen,çiğne,eğim,iğne,çim,çiğ
efiklt|teklif,kefil,kitle,telif,fil,tik
elmsyö|söylem,söyle,öyle,sel,yel,yem
akryıı|aykırı,ayrık,yarık,kıyı,kır,ırk
deinrç|direnç,derin,deri,dinç,içer,din
aagrzı|ızgara,arıza,azar,gaza,gaz,zar
aeknrt|tanker,anket,raket,tane,terk,tren
aalrvy|yalvar,larva,ayva,ray,var,vay
aeirtş|işaret,reşit,şerit,şair,şart,ter
aklpsü|kapsül,kalp,lüks,plak,kül,pas
akklış|kalkış,alkış,kaşık,kışla,aşı,şal
grtöüü|götür,örgüt,ötürü,örgü,örtü,gör
aaehlv|havale,helva,levha,alev,hale,hava
abnouş|boşuna,boşa,buna,baş,boa,boş
elnszö|öznel,lens,özel,özen,özne,söz
abehir|rahibe,haber,harbi,ihbar,hare,heba
anryğı|yarın,ayrı,ağrı,ağır,yarı,yağ
aeknst|kasten,kaset,saten,kase,sent,kes
eklsyü|yüksel,yükle,ülke,kel,yük,üye
klortu|klor,kurt,olur,otur,rulo,rol
aahlpı|pahalı,halı,lapa,paha,pala,hap
ademny|meydan,maden,medya,dam,nam,yen
eikrvç|kireç,çevik,çevir,keçi,veri,çeki
eefnrt|nefret,fener,fren,efe,fen,ten
ainopy|piyano,piyon,ayin,oyna,yani,yan
abeikn|kabine,kabin,bina,iban,ikna,ben
aaknzç|kazanç,kazan,çanak,anaç,kaza,kaç
anrtçı|tarçın,tanrı,çınar,anıt,çatı,taç
akknot|kontak,konak,nokta,kont,tank,ton
aeikmn|makine,imkan,keman,mekan,amin,mani
eikkms|eksik,kemik,kesik,kesim,kimse,mekik
akmnoy|kamyon,kano,koma,mayo,koy,oya
acpyıı|yapıcı,ayıp,yapı,acı,pay,yap
eerstv|servet,eser,eter,ever,evet,sev
akmost|maskot,atom,kaos,stok,toka,sok
aknoty|oynat,nota,onay,kot,not,yat
aakltı|katlı,katıl,takla,takıl,atkı,atık
bdeein|bedeni,beden,ebedi,edebi,dene,ebe
eikprç|içer,krep,peri,pire,çek,çip
aabiln|balina,banal,alan,ilan,abi,ila
egirvö|görev,vergi,geri,grev,göre,ver
adhiny|haydi,yahni,dahi,hadi,hain,hani
adikln|ladin,lakin,nakil,nakli,akli,link
adeily|adliye,ideal,adli,aile,diye,yedi
adelnt|dantel,delta,lanet,adet,tane,dal
enstyü|sütyen,sent,süet,üste,sen,tüy
aelopt|palet,palto,plato,talep,topal,otel
lpsuuu|puslu,pusu,ulus,uslu,usul,ulu
eoprst|poster,post,pres,spor,spot,pes
aaalmç|amaçla,çalma,maça,maç,çal,çam
aablov|lavabo,abla,balo,oval,alo,bal
deilrt|dertli,lider,litre,deli,dert,tel
aikmst|taksi,aksi,mika,asi,kat,kim
abeist|isabet,basit,sabit,beta,iste,tabi
aalpyş|paylaş,lapa,pala,paşa,yaşa,yaş
akrssı|saksı,sıska,askı,asır,ıska,sır
aekosy|yoksa,kase,okey,soya,kes,say
aacdvı|davacı,avcı,cadı,cıva,dava,ada
aeltyö|atölye,alet,atel,öyle,yel,öte
eikmrs|kesim,kimse,resim,resmi,krem,reis
amnors|mason,orman,roman,sonar,sonra,mors
aabmrs|ambar,basar,basma,sarma,mars,masa
abklçı|açlık,balık,bıçak,çakıl,alçı,çalı
eimtyş|yetmiş,yemiş,yetim,işte,tim,yem
aeeltş|ateşle,telaş,ateş,ele,taş,şal
bdoruz|bodur,boru,obur,buz,doz,dur
akloyı|aylık,kolay,layık,akıl,kola,kol
knotuu|konut,nutuk,konu,kutu,unut,utku
aklıış|alışık,alkış,kışla,ılık,ışık,kıl
eilstz|telsiz,liste,izle,site,stil,zil
aakmru|karma,kuram,marka,rakam,ramak,kama
einrst|ister,serin,siren,tenis,sent,tren
aikprs|rakip,kira,park,risk,sirk,kap
beikln|benlik,belki,bilek,ekin,link,ben
kknoru|konuk,korku,koku,okur,onur,oku
abiirt|itibar,bitir,tabii,tabir,biri,iri
eggilt|gelgit,elit,etli,ilet,gel,git
egirçö|gerçi,geçir,göre,geç,gör,göç
aalnsy|aslan,salya,sanal,yalan,yasal,alan
aklnoy|klan,klon,olay,koy,nal,yok
akmruş|kumaş,kamu,kura,marş,aşk,kum
adnryı|andır,yarın,ayır,dayı,yarı,dar
akknsı|kasık,sakın,sanık,kask,ıska,san
addinr|dindar,dinar,nadir,dair,adi,din
eelnss|seslen,sesle,esen,lens,sene,ses
adikmt|takdim,imdat,kadim,mika,dik,kim
ailnsy|sinyal,isyan,asil,ayin,yani,sin
aberst|sabret,teras,beta,rest,sera,sert
abilmt|talim,mail,tabi,abi,bal,mal
deeimn|medeni,nedime,demin,denim,deme,dene
aceikl|kaleci,acil,aile,akli,cila,kale
eikmçç|çekim,çekiç,çiçek,ekim,çeki,çim
aakmst|aksam,makas,sakat,takas,tasma,asma
eimrst|ister,resim,resmi,terim,semt,ret
aimnst|santim,amin,asit,mani,nam,sat
aanvyş|yavan,yavaş,şayan,ayna,ayva,ana
eelnns|nesnel,nesne,nene,ele,sel,sen
aafkls|alfa,faal,faks,kafa,laf,saf
amnorı|onarım,orman,roman,norm,arı,mor
bceiln|bencil,bile,ince,nice,bel,bil
ailprs|spiral,april,lira,sarp,pil,pis
ioopst|otopsi,pist,post,spot,tip,top
eiiklt|etkili,kilit,kitle,tilki,ilik,kit
aeinsy|saniye,esin,niye,yeni,yine,yas
beeikl|ebelik,bekle,belki,bilek,elek,leke
aahlnt|hantal,anlat,halat,talan,halt,hata
eilnst|liste,nesil,tenis,lens,sent,net
anrsçı|sarın,sıçan,çınar,açın,saç,çan
aadetv|adeta,davet,data,dava,deva,veda
aakkny|kaynak,kanka,kayak,yanak,ayak,yaka
eiklrt|terlik,kiler,litre,erik,terk,tek
aablms|basma,lamba,masal,salam,abla,masa
eiknpt|etkin,etnik,tekin,tepki,inek,kent
eknost|kontes,kont,stok,son,ten,ton
allsuu|ulusal,sulu,ulus,usul,sal,ulu
aakmyş|akşam,yaşam,kama,maaş,şaka,ama
iiknrç|çirkin,içkin,için,iki,iri,kin
adeinv|devin,diva,iade,vadi,vida,dev
eimrvç|çevrim,evrim,çevir,içer,veri,ver
ahmrtu|muhtar,armut,hamur,hurma,ham,ruh
aekpru|akrep,parke,peruk,kare,krep,kupa
aglnsı|salgın,nasıl,algı,alın,asıl,gına
eiknst|istek,kesin,kesit,sinek,eksi,eski
amrtuz|maruz,mazur,tarz,uzat,muz,tuz
deekst|destek,deste,etek,kese,teke,kes
abkruç|çabuk,kura,uçak,uçar,çark,çak
aamnrt|mantar,aman,aran,mart,nara,nar
abkllo|kablo,kolla,lokal,blok,bal,bol
aabdev|bedava,dava,deva,veba,veda,ada
adeelv|elveda,deve,elde,vale,del,ele
aaikpt|patika,kapat,kitap,takip,atak,kapa
eeklms|meslek,eklem,kesme,elek,emek,leke
deikrt|direkt,direk,kredi,deri,dert,kedi
ckszöü|sözcük,sözcü,öksüz,öküz,söz,öcü
deikor|orkide,dekor,erik,dik,kod,kor
ahiisy|siyahi,siyah,sahi,has,his,iyi
aakpçı|apaçık,açık,kapı,çakı,çapa,çık
alnopt|palto,plato,tonla,topal,topla,plan
biiklr|birlik,bilir,kibir,kirli,biri,bil
eeiklm|emekli,kelime,ekim,emel,kel,mil
aadlğı|ağdalı,adalı,ağda,ağla,ağa,dağ
eiikrş|ikişer,kiriş,ekşi,kişi,şiir,şike
aekmrt|market,krema,maket,merak,raket,krem
ahillt|tahlil,ihlal,ithal,talih,illa,hat
aalntı|anlatı,altın,anlat,talan,alan,anıt
aafkns|safkan,aksan,faks,kafa,kasa,saf
kkruuy|kuyruk,uyruk,kuru,kuyu,uyku,uyu
aclsuu|usulca,sulu,ulus,uslu,usul,sal
aiklms|klima,malik,salim,aksi,imal,mali
eintçğ|içten,çetin,çiğne,iğne,net,çiğ
aaklry|aylak,yakar,alay,arya,ayak,kar
aglnos|slogan,galon,salon,gol,sol,son
aeilms|elmas,emsal,mesai,selam,selim,elma
aaeklm|makale,emlak,kalem,kelam,alem,kale
aabdkr|bardak,barda,kadar,adak,kaba,kara
aelssı|esaslı,asıl,esas,salı,sel,ses
aabelt|tabela,balet,balta,bale,bela,beta
aeklst|kaset,atel,kast,klas,kas,sat
aabksı|sabıka,baskı,asık,kısa,bas,sık
aiklor|kalori,kilo,klor,koli,kral,lira
eilmnç|nemli,çimen,elçi,ilçe,çile,çim
aadept|adapte,adeta,adet,data,ada,ata
aadesv|devasa,dava,deva,sade,veda,sev
aakrtv|kravat,karat,tarak,tava,vaat,vaka
afmruz|maruz,mazur,farz,fuar,muaf,zarf
ahiips|hapis,sahip,pisi,hap,pas,pis
aakkmy|kaymak,kayak,kama,maya,yama,kay
aaknpt|kaptan,kanat,kapan,kapat,atak,kapa
eilmnz|menzil,enzim,zemin,inme,izle,zil
aantvş|tavşan,tavan,vatan,ana,tan,taş
abdkoy|kobay,boya,odak,boy,kod,oda
aeiklt|kalite,kitle,aile,alet,elit,ilet
adehis|hadise,dahi,deha,hadi,iade,sahi
aaprçş|parça,arap,araç,paça,paşa,çapa
aailmz|imzala,zalim,azim,imal,imza,mali
aadkry|dayak,kadar,yakar,adak,aday,daya
aeklmu|emlak,kalem,kelam,makul,alem,kule
adiklr|idrak,adli,dair,adi,dal,dar
aekllş|kalleş,kale,lale,aşk,keş,şal
aapryı|arpa,ayıp,yapı,yarı,pay,yap
aeiklp|ekip,peki,pike,pile,pek,pil
aakrsz|arsa,azar,kaza,saka,sara,zar
akkluş|kukla,kulak,kuşak,kalk,ulaş,kuş
ahimst|timsah,itham,asit,imha,ham,tim
aruğış|uğraş,ağrı,ağır,uğra,şıra,aşı
iiklrs|riskli,iksir,kirli,iris,risk,sirk
enstüü|üstüne,üstün,sent,süet,üste,üst
einpry|peynir,erin,niye,peri,pire,yer
anrstu|raunt,sunta,surat,turna,suna,utan
aekntz|anket,enkaz,zaten,ezan,taze,zeka
aafknt|kaftan,fakat,kanat,atak,kafa,tank
aehpst|haset,hesap,sahte,sehpa,hep,pes
aahklr|ahlak,hakla,halka,karla,halk,hak
egiknç|geçin,çekin,genç,keçi,gen,geç
aakmpt|matkap,kapat,kamp,ata,kap,kat
deekor|dekore,dekor,keder,dere,eder,kere
aalnoğ|olağan,oğlan,alan,ağla,alo,ağa
aablsy|albay,salya,yasal,asal,yasa,yas
aiknnu|kanuni,kanun,ikna,inan,kan,kin
akklnı|kalkın,anlık,kalın,kanlı,kanı,klan
aikrst|aktris,taksi,aksi,kira,rast,star
eirssv|servis,esir,reis,seri,sev,sis
aeilrv|ilave,varil,viral,evli,lira,vali
ahimnt|tahmin,itham,amin,hain,hani,mani
lmtuuy|mutlu,tulum,umut,uyum,uyu,yum
aeikrs|askeri,asker,erika,sirke,risk,sera
kklotu|koltuk,koku,okul,kot,oku,tok
aablny|banal,bayan,yaban,yalan,ayna,bay
aeklpt|paket,palet,talep,alet,atel,tek
ahnrtu|hatun,raunt,turna,utan,hat,ruh
eipstt|tespit,tepsi,testi,pist,test,pis
ablnoş|balon,balo,boşa,boş,loş,şal
eilmsö|lösemi,selim,lise,mil,sel,sil
aeiilv|ailevi,aile,alev,vale,ila,ile
eikknt|teknik,etkin,etnik,tekin,kent,kek
aefilt|telafi,telif,afet,ait,fil,lif
aainsy|sanayi,isyan,ayin,yani,ana,sin
adkrış|karış,karşı,şarkı,şıra,dar,dış
eilpst|liste,iste,pile,site,stil,tip
aehnrç|hançer,hane,hare,çare,haç,her
biiknt|bitkin,bitik,bitki,bin,bit,ini
eikort|teorik,roket,teori,erik,etki,terk
alrsyı|ayrıl,ayır,sarı,sayı,sıra,yıl
aalsuç|salça,suçla,asal,asla,suç,çal
aalryı|yaralı,alay,ayar,yala,yara,ayı
adeiil|iadeli,ideal,adli,deli,dile,dil
kklıış|kışlık,kılık,ılık,ışık,kış,şık
aemntz|metan,zaten,ezan,meta,tane,zam
eintyz|zeytin,niyet,niye,yine,ten,yen
eeknss|seksen,eksen,esnek,esen,kene,kese
eiikpy|pekiyi,ekip,peki,pike,iki,iyi
kkortu|korku,koruk,koku,koru,kurt,otur
aklçıı|açlık,kılıç,çakıl,alçı,çakı,çalı
aagkny|kaygan,yanak,anka,yaka,yak,yan
anorsy|sonar,sonra,oysa,soya,oya,sor
